SR NO,INDEX,Company Name,Symbol,INDUSTRY,ISIN Code
3448,NIFTY SMALLCAP 250,Redington Ltd.,REDINGTON,Trading,INE891D01026
3449,NIFTY SMALLCAP 250,Reliance Power Ltd.,RPOWER,Power Generation/Distribution,INE614G01033
3450,NIFTY SMALLCAP 250,SBFC Finance Ltd.,SBFC,Finance - NBFC,INE423Y01016
3451,NIFTY SMALLCAP 250,Sagility Ltd.,SAGILITY,Business Support,INE0W2G01015
3452,NIFTY SMALLCAP 250,Sai Life Sciences Ltd.,SAILIFE,Pharmaceuticals & Drugs,INE570L01029
3453,NIFTY SMALLCAP 250,Sammaan Capital Ltd.,SAMMAANCAP,Finance - Housing,INE148I01020
3454,NIFTY SMALLCAP 250,Sapphire Foods India Ltd.,SAPPHIRE,Consumer Food,INE806T01020
3455,NIFTY SMALLCAP 250,Sarda Energy and Minerals Ltd.,SARDAEN,Steel & Iron Products,INE385C01021
3456,NIFTY SMALLCAP 250,Saregama India Ltd,SAREGAMA,"Film Production, Distribution & Entertainment",INE979A01025
3457,NIFTY SMALLCAP 250,Schneider Electric Infrastructure Ltd.,SCHNEIDER,Electric Equipment,INE839M01018
3458,NIFTY SMALLCAP 250,Shipping Corporation of India Ltd.,SCI,Shipping,INE109A01011
3459,NIFTY SMALLCAP 250,Shyam Metalics and Energy Ltd.,SHYAMMETL,Steel & Iron Products,INE810G01011
3460,NIFTY SMALLCAP 250,Signatureglobal (India) Ltd.,SIGNATURE,Construction - Real Estate,INE903U01023
3461,NIFTY SMALLCAP 250,Sobha Ltd.,SOBHA,Construction - Real Estate,INE671H01015
3462,NIFTY SMALLCAP 250,Sona BLW Precision Forgings Ltd.,SONACOMS,Auto Ancillary,INE073K01018
3463,NIFTY SMALLCAP 250,Sonata Software Ltd.,SONATSOFTW,IT - Software,INE269A01021
3464,NIFTY SMALLCAP 250,Star Health and Allied Insurance Company Ltd.,STARHEALTH,Insurance,INE575P01011
3465,NIFTY SMALLCAP 250,Sumitomo Chemical India Ltd.,SUMICHEM,Pesticides & Agrochemicals,INE258G01013
3466,NIFTY SMALLCAP 250,Sun TV Network Ltd.,SUNTV,TV Broadcasting & Software Production,INE424H01027
3467,NIFTY SMALLCAP 250,Supreme Petrochem Ltd.,SPLPETRO,Chemicals,INE663A01033
3468,NIFTY SMALLCAP 250,Swan Corp Ltd.,SWANCORP,Petrochemicals,INE665A01038
3469,NIFTY SMALLCAP 250,Syngene International Ltd.,SYNGENE,Pharmaceuticals & Drugs,INE398R01022
3470,NIFTY SMALLCAP 250,Syrma SGS Technology Ltd.,SYRMA,Electronics - Components,INE0DYJ01015
3471,NIFTY SMALLCAP 250,TBO Tek Ltd.,TBOTEK,Travel Services,INE673O01025
3472,NIFTY SMALLCAP 250,Tata Chemicals Ltd.,TATACHEM,Chemicals,INE092A01019
3473,NIFTY SMALLCAP 250,Tata Technologies Ltd.,TATATECH,IT - Software,INE142M01025
3474,NIFTY SMALLCAP 250,Tata Teleservices (Maharashtra) Ltd.,TTML,Telecommunication - Service  Provider,INE517B01013
3475,NIFTY SMALLCAP 250,Techno Electric & Engineering Company Ltd.,TECHNOE,Engineering - Construction,INE285K01026
3476,NIFTY SMALLCAP 250,Tega Industries Ltd.,TEGA,Engineering - Industrial Equipments,INE011K01018
3477,NIFTY SMALLCAP 250,Tejas Networks Ltd.,TEJASNET,Telecommunication - Equipment,INE010J01012
3478,NIFTY SMALLCAP 250,Tenneco Clean Air India Ltd.,TENNIND,Auto Ancillary,INE19RI01016
3479,NIFTY SMALLCAP 250,The Ramco Cements Ltd.,RAMCOCEM,Cement & Construction Materials,INE331A01037
3480,NIFTY SMALLCAP 250,Timken India Ltd.,TIMKEN,Bearings,INE325A01013
3481,NIFTY SMALLCAP 250,Titagarh Rail Systems Ltd.,TITAGARH,Railways Wagons,INE615H01020
3482,NIFTY SMALLCAP 250,Transformers And Rectifiers (India) Ltd.,TARIL,Electric Equipment,INE763I01026
3483,NIFTY SMALLCAP 250,Travel Food Services Ltd.,TRAVELFOOD,Consumer Food,INE103V01028
3484,NIFTY SMALLCAP 250,Trident Ltd.,TRIDENT,Textile - Spinning,INE064C01022
3485,NIFTY SMALLCAP 250,Triveni Turbine Ltd.,TRITURBINE,Engineering - Industrial Equipments,INE152M01016
3486,NIFTY SMALLCAP 250,UCO Bank,UCOBANK,NIFTY PRIVATE BANK,INE691A01018
3487,NIFTY SMALLCAP 250,UTI Asset Management Company Ltd.,UTIAMC,Finance - Asset Management,INE094J01016
3488,NIFTY SMALLCAP 250,Urban Company Ltd.,URBANCO,e-Commerce,INE0CAZ01013
3489,NIFTY SMALLCAP 250,Usha Martin Ltd.,USHAMART,Steel & Iron Products,INE228A01035
3490,NIFTY SMALLCAP 250,Vardhman Textiles Ltd.,VTL,Textile,INE825A01020
3491,NIFTY SMALLCAP 250,Vijaya Diagnostic Centre Ltd.,VIJAYA,Hospital & Healthcare Services,INE043W01024
3492,NIFTY SMALLCAP 250,Welspun Corp Ltd.,WELCORP,Steel & Iron Products,INE191B01025
3493,NIFTY SMALLCAP 250,Welspun Living Ltd.,WELSPUNLIV,Textile,INE192B01031
3494,NIFTY SMALLCAP 250,Whirlpool of India Ltd.,WHIRLPOOL,Consumer Durables - Domestic Appliances,INE716A01013
3495,NIFTY SMALLCAP 250,Wockhardt Ltd.,WOCKPHARMA,Pharmaceuticals & Drugs,INE049B01025
3496,NIFTY SMALLCAP 250,ZF Commercial Vehicle Control Systems India Ltd.,ZFCVINDIA,Auto Ancillary,INE342J01019
3497,NIFTY SMALLCAP 250,Zee Entertainment Enterprises Ltd.,ZEEL,TV Broadcasting & Software Production,INE256A01028
3498,NIFTY SMALLCAP 250,Zen Technologies Ltd.,ZENTEC,Defence,INE251B01027
3499,NIFTY SMALLCAP 250,Zensar Technolgies Ltd.,ZENSARTECH,IT - Software,INE520A01027
3500,NIFTY SMALLCAP 250,Zydus Wellness Ltd.,ZYDUSWELL,Consumer Food,INE768C01028
3501,NIFTY SMALLCAP 250,eClerx Services Ltd.,ECLERX,BPO/ITeS,INE738I01010
3502,NIFTY SMALLCAP 500,ACME Solar Holdings Ltd.,ACMESOLAR,Power Generation/Distribution,INE622W01025
3503,NIFTY SMALLCAP 500,ASK Automotive Ltd.,ASKAUTOLTD,Auto Ancillary,INE491J01022
3504,NIFTY SMALLCAP 500,AXISCADES Technologies Ltd.,AXISCADES,IT - Software,INE555B01013
3505,NIFTY SMALLCAP 500,Aadhar Housing Finance Ltd.,AADHARHFC,Finance - Housing,INE883F01010
3506,NIFTY SMALLCAP 500,Aarti Drugs Ltd.,AARTIDRUGS,Pharmaceuticals & Drugs,INE767A01016
3507,NIFTY SMALLCAP 500,Aarti Industries Ltd.,AARTIIND,Chemicals,INE769A01020
3508,NIFTY SMALLCAP 500,Aarti Pharmalabs Ltd.,AARTIPHARM,Pharmaceuticals & Drugs,INE0LRU01027
3509,NIFTY SMALLCAP 500,Aavas Financiers Ltd.,AAVAS,Finance - Housing,INE216P01012
3510,NIFTY SMALLCAP 500,Action Construction Equipment Ltd.,ACE,Construction Vehicles,INE731H01025
3511,NIFTY SMALLCAP 500,Acutaas Chemicals Ltd.,ACUTAAS,Pharmaceuticals & Drugs,INE00FF01025
3512,NIFTY SMALLCAP 500,Aditya Birla Fashion and Retail Ltd.,ABFRL,Retailing,INE647O01011
3513,NIFTY SMALLCAP 500,Aditya Birla Lifestyle Brands Ltd.,ABLBL,Retailing,INE14LE01019
3514,NIFTY SMALLCAP 500,Aditya Birla Real Estate Ltd.,ABREL,Paper & Paper Products,INE055A01016
3515,NIFTY SMALLCAP 500,Aditya Birla Sun Life AMC Ltd.,ABSLAMC,Finance - Asset Management,INE404A01024
3516,NIFTY SMALLCAP 500,Aditya Infotech Ltd.,CPPLUS,Engineering - Industrial Equipments,INE819V01029
3517,NIFTY SMALLCAP 500,Aditya Vision Ltd.,AVL,Retailing,INE679V01027
3518,NIFTY SMALLCAP 500,Advanced Enzyme Tech Ltd.,ADVENZYMES,Pharmaceuticals & Drugs,INE837H01020
3519,NIFTY SMALLCAP 500,Aegis Logistics Ltd.,AEGISLOG,Logistics,INE208C01025
3520,NIFTY SMALLCAP 500,Aegis Vopak Terminals Ltd.,AEGISVOPAK,Oil Exploration,INE0INX01018
3521,NIFTY SMALLCAP 500,Aequs Ltd.,AEQUS,Aerospace & Defence,INE947N01017
3522,NIFTY SMALLCAP 500,Aether Industries Ltd.,AETHER,Chemicals,INE0BWX01014
3523,NIFTY SMALLCAP 500,Afcons Infrastructure Ltd.,AFCONS,Engineering - Construction,INE101I01011
3524,NIFTY SMALLCAP 500,Affle 3i Ltd.,AFFLE,BPO/ITeS,INE00WC01027
3525,NIFTY SMALLCAP 500,Ahluwalia Contracts (India) Ltd.,AHLUCONT,Construction - Real Estate,INE758C01029
3526,NIFTY SMALLCAP 500,Akums Drugs and Pharmaceuticals Ltd.,AKUMS,Pharmaceuticals & Drugs,INE09XN01023
3527,NIFTY SMALLCAP 500,Akzo Nobel India Ltd.,AKZOINDIA,Paints,INE133A01011
3528,NIFTY SMALLCAP 500,Alembic Pharmaceuticals Ltd.,APLLTD,Pharmaceuticals & Drugs,INE901L01018
3529,NIFTY SMALLCAP 500,Alivus Life Sciences Ltd.,ALIVUS,Pharmaceuticals & Drugs,INE03Q201024
3530,NIFTY SMALLCAP 500,Alkyl Amines Chemicals Ltd.,ALKYLAMINE,Chemicals,INE150B01039
3531,NIFTY SMALLCAP 500,Allied Blenders and Distillers Ltd.,ABDL,Breweries & Distilleries,INE552Z01027
3532,NIFTY SMALLCAP 500,Alok Industries Ltd.,ALOKINDS,Textile,INE270A01029
3533,NIFTY SMALLCAP 500,Amara Raja Energy & Mobility Ltd.,ARE&M,Batteries,INE885A01032
3534,NIFTY SMALLCAP 500,Amber Enterprises India Ltd.,AMBER,Air Conditioners,INE371P01015
3535,NIFTY SMALLCAP 500,Anand Rathi Wealth Ltd.,ANANDRATHI,Finance - Others,INE463V01026
3536,NIFTY SMALLCAP 500,Anant Raj Ltd.,ANANTRAJ,Construction - Real Estate,INE242C01024
3537,NIFTY SMALLCAP 500,Angel One Ltd.,ANGELONE,Finance - Stock Broking,INE732I01021
3538,NIFTY SMALLCAP 500,Anupam Rasayan India Ltd.,ANURAS,Chemicals,INE930P01018
3539,NIFTY SMALLCAP 500,Apollo Micro Systems Ltd.,APOLLO,Electronics - Components,INE713T01028
3540,NIFTY SMALLCAP 500,Aptus Value Housing Finance India Ltd.,APTUS,Finance - Housing,INE852O01025
3541,NIFTY SMALLCAP 500,Archean Chemical Industries Ltd.,ACI,Chemicals,INE128X01021
3542,NIFTY SMALLCAP 500,Arvind Fashions Ltd.,ARVINDFASN,Retailing,INE955V01021
3543,NIFTY SMALLCAP 500,Arvind Ltd.,ARVIND,Textile,INE034A01011
3544,NIFTY SMALLCAP 500,Asahi India Glass Ltd.,ASAHIINDIA,Glass,INE439A01020
3545,NIFTY SMALLCAP 500,Ashapura Minechem Ltd.,ASHAPURMIN,Mining & Minerals,INE348A01023
3546,NIFTY SMALLCAP 500,Ashoka Buildcon Ltd.,ASHOKA,Engineering - Construction,INE442H01029
3547,NIFTY SMALLCAP 500,Aster DM Healthcare Ltd.,ASTERDM,Hospital & Healthcare Services,INE914M01019
3548,NIFTY SMALLCAP 500,Astra Microwave Products Ltd.,ASTRAMICRO,Defence,INE386C01029
3549,NIFTY SMALLCAP 500,AstraZenca Pharma India Ltd.,ASTRAZEN,Pharmaceuticals & Drugs,INE203A01020
3550,NIFTY SMALLCAP 500,Ather Energy Ltd.,ATHERENERG,Automobile Two & Three Wheelers,INE0LEZ01016
3551,NIFTY SMALLCAP 500,Atlanta Electricals Ltd.,ATLANTAELE,Electric Equipment,INE0Z4F01028
3552,NIFTY SMALLCAP 500,Atul Ltd.,ATUL,Chemicals,INE100A01010
3553,NIFTY SMALLCAP 500,Aurionpro Solution Ltd.,AURIONPRO,IT - Software,INE132H01018
3554,NIFTY SMALLCAP 500,Avalon Technologies Ltd.,AVALON,Electronics - Components,INE0LCL01028
3555,NIFTY SMALLCAP 500,Avanti Feeds Ltd.,AVANTIFEED,Consumer Food,INE871C01038
3556,NIFTY SMALLCAP 500,AvenuesAI Ltd.,CCAVENUE,Fintech,INE483S01020
3557,NIFTY SMALLCAP 500,Awfis Space Solutions Ltd.,AWFIS,Business Support,INE108V01019
3558,NIFTY SMALLCAP 500,Azad Engineering Ltd.,AZAD,Engineering - Industrial Equipments,INE02IJ01035
3559,NIFTY SMALLCAP 500,BEML Ltd.,BEML,Construction Vehicles,INE258A01024
3560,NIFTY SMALLCAP 500,BLS International Services Ltd.,BLS,Travel Services,INE153T01027
3561,NIFTY SMALLCAP 500,Bajaj Electricals Ltd,BAJAJELEC,Consumer Durables - Domestic Appliances,INE193E01025
3562,NIFTY SMALLCAP 500,Balaji Amines Ltd.,BALAMINES,Chemicals,INE050E01027
3563,NIFTY SMALLCAP 500,Balrampur Chini Mills Ltd.,BALRAMCHIN,Sugar,INE119A01028
3564,NIFTY SMALLCAP 500,Balu Forge Industries Ltd.,BALUFORGE,Engineering - Industrial Equipments,INE011E01029
3565,NIFTY SMALLCAP 500,Banco Products (India) Ltd.,BANCOINDIA,Auto Ancillary,INE213C01025
3566,NIFTY SMALLCAP 500,Bandhan Bank Ltd.,BANDHANBNK,NIFTY PRIVATE BANK,INE545U01014
3567,NIFTY SMALLCAP 500,Bata India Ltd.,BATAINDIA,Footwear,INE176A01028
3568,NIFTY SMALLCAP 500,Bayer Cropscience Ltd.,BAYERCROP,Pesticides & Agrochemicals,INE462A01022
3569,NIFTY SMALLCAP 500,Belrise Industries Ltd.,BELRISE,Auto Ancillary,INE894V01022
3570,NIFTY SMALLCAP 500,Bikaji Foods International Ltd.,BIKAJI,Consumer Food,INE00E101023
3571,NIFTY SMALLCAP 500,Birla Corporation Ltd.,BIRLACORPN,Cement & Construction Materials,INE340A01012
3572,NIFTY SMALLCAP 500,Birlasoft Ltd.,BSOFT,IT - Software,INE836A01035
3573,NIFTY SMALLCAP 500,Black Box Ltd.,BBOX,Telecommunication - Equipment,INE676A01027
3574,NIFTY SMALLCAP 500,Blackbuck Ltd.,BLACKBUCK,Logistics,INE0UIZ01018
3575,NIFTY SMALLCAP 500,Blue Dart Express Ltd.,BLUEDART,Courier  Services,INE233B01017
3576,NIFTY SMALLCAP 500,Blue Jet Healthcare Ltd.,BLUEJET,Pharmaceuticals & Drugs,INE0KBH01020
3577,NIFTY SMALLCAP 500,BlueStone Jewellery and Lifestyle Ltd.,BLUESTONE,Diamond  &  Jewellery,INE304W01038
3578,NIFTY SMALLCAP 500,Bombay Burmah Trading Corporation Ltd.,BBTC,Agriculture,INE050A01025
3579,NIFTY SMALLCAP 500,Borosil Renewables Ltd.,BORORENEW,Glass,INE666D01022
3580,NIFTY SMALLCAP 500,Brainbees Solutions Ltd.,FIRSTCRY,e-Commerce,INE02RE01045
3581,NIFTY SMALLCAP 500,Brigade Enterprises Ltd.,BRIGADE,Construction - Real Estate,INE791I01019
3582,NIFTY SMALLCAP 500,C.E. Info Systems Ltd.,MAPMYINDIA,IT - Software,INE0BV301023
3583,NIFTY SMALLCAP 500,CCL Products (I) Ltd.,CCL,Tea/Coffee,INE421D01022
3584,NIFTY SMALLCAP 500,CESC Ltd.,CESC,Power Generation/Distribution,INE486A01021
3585,NIFTY SMALLCAP 500,CIE Automotive India Ltd.,CIEINDIA,Auto Ancillary,INE536H01010
3586,NIFTY SMALLCAP 500,CMS Info Systems Ltd.,CMSINFO,Business Support,INE925R01014
3587,NIFTY SMALLCAP 500,CSB Bank Ltd.,CSBBANK,NIFTY PRIVATE BANK,INE679A01013
3588,NIFTY SMALLCAP 500,Campus Activewear Ltd.,CAMPUS,Footwear,INE278Y01022
3589,NIFTY SMALLCAP 500,Can Fin Homes Ltd.,CANFINHOME,Finance - Housing,INE477A01020
3590,NIFTY SMALLCAP 500,Canara HSBC Life Insurance Company Ltd.,CANHLIFE,Insurance,INE01TY01017
3591,NIFTY SMALLCAP 500,Canara Robeco Asset Management Company Ltd.,CRAMC,Finance - Asset Management,INE218I01013
3592,NIFTY SMALLCAP 500,Capillary Technologies India Ltd.,CAPILLARY,IT - Software,INE0ILV01024
3593,NIFTY SMALLCAP 500,Caplin Point Laboratories Ltd.,CAPLIPOINT,Pharmaceuticals & Drugs,INE475E01026
3594,NIFTY SMALLCAP 500,Capri Global Capital Ltd.,CGCL,Finance - Investment,INE180C01042
3595,NIFTY SMALLCAP 500,Carborundum Universal Ltd.,CARBORUNIV,Abrasives,INE120A01034
3596,NIFTY SMALLCAP 500,Cartrade Tech Ltd.,CARTRADE,e-Commerce,INE290S01011
3597,NIFTY SMALLCAP 500,Castrol India Ltd.,CASTROLIND,Lubricants,INE172A01027
3598,NIFTY SMALLCAP 500,Ceat Ltd.,CEATLTD,Tyres & Allied,INE482A01020
3599,NIFTY SMALLCAP 500,Cello World Ltd.,CELLO,Trading,INE0LMW01024
3600,NIFTY SMALLCAP 500,Cemindia Projects Ltd.,CEMPRO,Engineering - Construction,INE686A01026
3601,NIFTY SMALLCAP 500,Central Bank of India,CENTRALBK,NIFTY PRIVATE BANK,INE483A01010
3602,NIFTY SMALLCAP 500,Central Depository Services (India) Ltd.,CDSL,Depository Services,INE736A01011
3603,NIFTY SMALLCAP 500,Century Plyboards (India) Ltd.,CENTURYPLY,Wood & Wood Products,INE348B01021
3604,NIFTY SMALLCAP 500,Cera Sanitaryware Ltd,CERA,Ceramics/Marble/Granite/Sanitaryware,INE739E01017
3605,NIFTY SMALLCAP 500,Chalet Hotels Ltd.,CHALET,"Hotel, Resort & Restaurants",INE427F01016
3606,NIFTY SMALLCAP 500,Chambal Fertilizers & Chemicals Ltd.,CHAMBLFERT,Fertilizers,INE085A01013
3607,NIFTY SMALLCAP 500,Chennai Petroleum Corporation Ltd.,CHENNPETRO,Refineries,INE178A01016
3608,NIFTY SMALLCAP 500,Choice International Ltd.,CHOICEIN,Finance - Stock Broking,INE102B01014
3609,NIFTY SMALLCAP 500,Cholamandalam Financial Holdings Ltd.,CHOLAHLDNG,Finance - Investment,INE149A01033
3610,NIFTY SMALLCAP 500,Cigniti Technologies Ltd.,CIGNITITEC,IT - Software,INE675C01017
3611,NIFTY SMALLCAP 500,City Union Bank Ltd.,CUB,NIFTY PRIVATE BANK,INE491A01021
3612,NIFTY SMALLCAP 500,Clean Science and Technology Ltd.,CLEAN,Chemicals,INE227W01023
3613,NIFTY SMALLCAP 500,Cohance Lifesciences Ltd.,COHANCE,Pharmaceuticals & Drugs,INE03QK01018
3614,NIFTY SMALLCAP 500,Computer Age Management Services Ltd.,CAMS,Depository Services,INE596I01020
3615,NIFTY SMALLCAP 500,Concord Biotech Ltd.,CONCORDBIO,Pharmaceuticals & Drugs,INE338H01029
3616,NIFTY SMALLCAP 500,Craftsman Automation Ltd.,CRAFTSMAN,Auto Ancillary,INE00LO01017
3617,NIFTY SMALLCAP 500,CreditAccess Grameen Ltd.,CREDITACC,Finance - NBFC,INE741K01010
3618,NIFTY SMALLCAP 500,Crompton Greaves Consumer Electricals Ltd.,CROMPTON,Consumer Durables - Domestic Appliances,INE299U01018
3619,NIFTY SMALLCAP 500,Cupid Ltd.,CUPID,Household & Personal Products,INE509F01029
3620,NIFTY SMALLCAP 500,Cyient Ltd.,CYIENT,IT - Software,INE136B01020
3621,NIFTY SMALLCAP 500,DCB Bank Ltd.,DCBBANK,NIFTY PRIVATE BANK,INE503A01015
3622,NIFTY SMALLCAP 500,DCM Shriram Ltd.,DCMSHRIRAM,Diversified,INE499A01024
3623,NIFTY SMALLCAP 500,DOMS Industries Ltd.,DOMS,Printing & Stationery,INE321T01012
3624,NIFTY SMALLCAP 500,Data Patterns (India) Ltd.,DATAPATTNS,Defence,INE0IX101010
3625,NIFTY SMALLCAP 500,Datamatics Global Services Ltd.,DATAMATICS,IT - Software,INE365B01017
3626,NIFTY SMALLCAP 500,Deepak Fertilisers & Petrochemicals Corp. Ltd.,DEEPAKFERT,Chemicals,INE501A01019
3627,NIFTY SMALLCAP 500,Deepak Nitrite Ltd.,DEEPAKNTR,Chemicals,INE288B01029
3628,NIFTY SMALLCAP 500,Delhivery Ltd.,DELHIVERY,Courier  Services,INE148O01028
3629,NIFTY SMALLCAP 500,Devyani International Ltd.,DEVYANI,Consumer Food,INE872J01023
3630,NIFTY SMALLCAP 500,Diamond Power Infrastructure Ltd.,DIACABS,Cable,INE989C01038
3631,NIFTY SMALLCAP 500,Dilip Buildcon Ltd.,DBL,Engineering - Construction,INE917M01012
3632,NIFTY SMALLCAP 500,Dr. Agarwal's Health Care Ltd.,AGARWALEYE,Hospital & Healthcare Services,INE943P01029
3633,NIFTY SMALLCAP 500,Dr. Lal Path Labs Ltd.,LALPATHLAB,Hospital & Healthcare Services,INE600L01024
3634,NIFTY SMALLCAP 500,Dynamatic Technologies Ltd.,DYNAMATECH,Compressors / Pumps,INE221B01012
3635,NIFTY SMALLCAP 500,E.I.D. Parry (India) Ltd.,EIDPARRY,Sugar,INE126A01031
3636,NIFTY SMALLCAP 500,EIH Ltd.,EIHOTEL,"Hotel, Resort & Restaurants",INE230A01023
3637,NIFTY SMALLCAP 500,EPL Ltd.,EPL,Packaging,INE255A01020
3638,NIFTY SMALLCAP 500,Edelweiss Financial Services Ltd.,EDELWEISS,Finance - NBFC,INE532F01054
3639,NIFTY SMALLCAP 500,Elecon Engineering Co. Ltd.,ELECON,Engineering - Industrial Equipments,INE205B01031
3640,NIFTY SMALLCAP 500,Electronics Mart India Ltd.,EMIL,Retailing,INE02YR01019
3641,NIFTY SMALLCAP 500,Electrosteel Castings Ltd.,ELECTCAST,Steel & Iron Products,INE086A01029
3642,NIFTY SMALLCAP 500,Elgi Equipments Ltd.,ELGIEQUIP,Compressors / Pumps,INE285A01027
3643,NIFTY SMALLCAP 500,Ellenbarrie Industrial Gases Ltd.,ELLEN,Industrial  Gases & Fuels,INE236E01022
3644,NIFTY SMALLCAP 500,Emami Ltd.,EMAMILTD,Household & Personal Products,INE548C01032
3645,NIFTY SMALLCAP 500,Embassy Developments Ltd.,EMBDL,Construction - Real Estate,INE069I01010
3646,NIFTY SMALLCAP 500,Emcure Pharmaceuticals Ltd.,EMCURE,Pharmaceuticals & Drugs,INE168P01015
3647,NIFTY SMALLCAP 500,Emmvee Photovoltaic Power Ltd.,EMMVEE,Electric Equipment,INE1C6T01020
3648,NIFTY SMALLCAP 500,Engineers India Ltd.,ENGINERSIN,Engineering,INE510A01028
3649,NIFTY SMALLCAP 500,Entero Healthcare Solutions Ltd.,ENTERO,Trading,INE010601016
3650,NIFTY SMALLCAP 500,Equitas Small Finance Bank Ltd.,EQUITASBNK,NIFTY PRIVATE BANK,INE063P01018
3651,NIFTY SMALLCAP 500,Eris Lifesciences Ltd.,ERIS,Pharmaceuticals & Drugs,INE406M01024
3652,NIFTY SMALLCAP 500,Ethos Ltd.,ETHOSLTD,Retailing,INE04TZ01018
3653,NIFTY SMALLCAP 500,Eureka Forbes Ltd.,EUREKAFORB,Consumer Durables - Domestic Appliances,INE0KCE01017
3654,NIFTY SMALLCAP 500,Fedbank Financial Services Ltd.,FEDFINA,Finance - NBFC,INE007N01010
3655,NIFTY SMALLCAP 500,Fertilisers and Chemicals Travancore Ltd.,FACT,Fertilizers,INE188A01015
3656,NIFTY SMALLCAP 500,Fiem Industries Ltd,FIEMIND,Auto Ancillary,INE737H01014
3657,NIFTY SMALLCAP 500,Finolex Cables Ltd.,FINCABLES,Cable,INE235A01022
3658,NIFTY SMALLCAP 500,Finolex Industries Ltd.,FINPIPE,Plastic Products,INE183A01024
3659,NIFTY SMALLCAP 500,Firstsource Solutions Ltd.,FSL,BPO/ITeS,INE684F01012
3660,NIFTY SMALLCAP 500,Five-Star Business Finance Ltd.,FIVESTAR,Finance - NBFC,INE128S01021
3661,NIFTY SMALLCAP 500,Force Motors Ltd.,FORCEMOT,Automobiles-Trucks/Lcv,INE451A01017
3662,NIFTY SMALLCAP 500,Fujiyama Power Systems Ltd.,UTLSOLAR,Electric Equipment,INE12UR01024
3663,NIFTY SMALLCAP 500,GHCL Ltd.,GHCL,Chemicals,INE539A01019
3664,NIFTY SMALLCAP 500,GMM Pfaudler Ltd.,GMMPFAUDLR,Engineering - Industrial Equipments,INE541A01023
3665,NIFTY SMALLCAP 500,GMR Power and Urban Infra Ltd.,GMRP&UI,Power Generation/Distribution,INE0CU601026
3666,NIFTY SMALLCAP 500,Gabriel India Ltd.,GABRIEL,Auto Ancillary,INE524A01029
3667,NIFTY SMALLCAP 500,Gallantt Ispat Ltd.,GALLANTT,Steel & Iron Products,INE297H01019
3668,NIFTY SMALLCAP 500,Garden Reach Shipbuilders & Engineers Ltd.,GRSE,Ship Building,INE382Z01011
3669,NIFTY SMALLCAP 500,Garware Hi-Tech Films Ltd.,GRWRHITECH,Plastic Products,INE291A01017
3670,NIFTY SMALLCAP 500,Gillette India Ltd.,GILLETTE,Household & Personal Products,INE322A01010
3671,NIFTY SMALLCAP 500,Gland Pharma Ltd.,GLAND,Pharmaceuticals & Drugs,INE068V01023
3672,NIFTY SMALLCAP 500,Go Digit General Insurance Ltd.,GODIGIT,Insurance,INE03JT01014
3673,NIFTY SMALLCAP 500,Godawari Power & Ispat Ltd.,GPIL,Steel & Iron Products,INE177H01039
3674,NIFTY SMALLCAP 500,Godrej Agrovet Ltd.,GODREJAGRO,Animal Feed,INE850D01014
3675,NIFTY SMALLCAP 500,Gokaldas Exports Ltd.,GOKEX,Textile,INE887G01027
3676,NIFTY SMALLCAP 500,Gokul Agro Resources Ltd.,GOKULAGRO,Edible Oil,INE314T01033
3677,NIFTY SMALLCAP 500,Granules India Ltd.,GRANULES,Pharmaceuticals & Drugs,INE101D01020
3678,NIFTY SMALLCAP 500,Graphite India Ltd.,GRAPHITE,Electrodes & Welding Equipment,INE371A01025
3679,NIFTY SMALLCAP 500,Gravita India Ltd.,GRAVITA,Metal - Non Ferrous,INE024L01027
3680,NIFTY SMALLCAP 500,Great Eastern Shipping Co. Ltd.,GESHIP,Shipping,INE017A01032
3681,NIFTY SMALLCAP 500,Greaves Cotton Ltd.,GREAVESCOT,Diesel Engines,INE224A01026
3682,NIFTY SMALLCAP 500,Gujarat Ambuja Exports Ltd.,GAEL,Solvent  Extraction,INE036B01030
3683,NIFTY SMALLCAP 500,Gujarat Gas Ltd.,GUJGASLTD,Gas Transmission/Marketing,INE844O01030
3684,NIFTY SMALLCAP 500,Gujarat Mineral Development Corporation Ltd.,GMDCLTD,Mining & Minerals,INE131A01031
3685,NIFTY SMALLCAP 500,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,GNFC,Chemicals,INE113A01013
3686,NIFTY SMALLCAP 500,Gujarat Pipavav Port Ltd.,GPPL,Port,INE517F01014
3687,NIFTY SMALLCAP 500,Gujarat State Fertilizers & Chemicals Ltd.,GSFC,Fertilizers,INE026A01025
3688,NIFTY SMALLCAP 500,Gujarat State Petronet Ltd.,GSPL,Gas Transmission/Marketing,INE246F01010
3689,NIFTY SMALLCAP 500,H.E.G. Ltd.,HEG,Electrodes & Welding Equipment,INE545A01024
3690,NIFTY SMALLCAP 500,H.G. Infra Engineering Ltd.,HGINFRA,Engineering - Construction,INE926X01010
3691,NIFTY SMALLCAP 500,HBL Engineering Ltd.,HBLENGINE,Batteries,INE292B01021
3692,NIFTY SMALLCAP 500,HFCL Ltd.,HFCL,Telecom-Infrastructure,INE548A01028
3693,NIFTY SMALLCAP 500,Happiest Minds Technologies Ltd.,HAPPSTMNDS,IT - Software,INE419U01012
3694,NIFTY SMALLCAP 500,Hatsun Agro Product Ltd.,HATSUN,Consumer Food,INE473B01035
